,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,PavedDrive,WoodDeckSF,SaleType,PorchTotalSF,ProxCondition_Norm,BldgType_Is_1Fam,Heating_Is_GasA,HeatingQC_Is_OK,SalePrice
426,80,FV_or_RL,,12800,Pave,No_Alley_Access,Reg,Low,AllPub,Other,Mod,Tier_2,Other,7,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,145.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1518.0,Y,SBrkr,1644,0,1644,2,0_or_2,Gd,5,True,4_or_2,Y,80,Other,396,True,True,True,False,275000
427,20,FV_or_RL,77.0,8593,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,1Story,4_or_3,7_or_8_or_6,Hip,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,907.0,Y,SBrkr,907,0,907,0_or_1,0_or_2,TA,5,False,1,Y,0,Other,0,True,True,True,True,109008
428,20,FV_or_RL,64.0,6762,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,7,9_or_5,Gable,VinylSd,BrkFace,108.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1208.0,Y,SBrkr,1208,0,1208,2,0_or_2,Gd,6,False,4_or_2,Y,105,New_or_Con,54,True,True,True,True,195400
429,20,FV_or_RL,130.0,11457,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,1Story,6,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1392.0,Y,SBrkr,1412,0,1412,2,0_or_2,Gd,6,True,4_or_2,Y,0,Other,169,True,True,True,True,175000
430,160,RH_or_RM,21.0,1680,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_4,2Story,6,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,232.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,483.0,Y,SBrkr,483,504,987,0_or_1,1,TA,4,False,1,Y,0,Other,0,True,False,True,True,85400
431,50,RH_or_RM,60.0,5586,Pave,No_Alley_Access,IR1,Bnk,AllPub,Other,Gtl,Tier_3,Other,6,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,901.0,Y,SBrkr,1088,110,1198,0_or_1,0_or_2,TA,7,False,0,P_or_N,0,Other,98,False,True,True,False,79900
432,160,RH_or_RM,24.0,1920,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_4,2Story,5,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,376.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,765.0,Y,SBrkr,765,600,1365,0_or_1,1,TA,6,False,4_or_2,Y,240,Other,36,True,False,True,True,122500
433,60,FV_or_RL,100.0,10839,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,2Story,6,9_or_5,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,926.0,Y,SBrkr,926,678,1604,2,1,TA,7,True,4_or_2,Y,0,Other,36,True,True,True,True,181000
434,180,RH_or_RM,21.0,1890,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_4,Other,4_or_3,7_or_8_or_6,Gable,CemntBd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,630.0,Y,SBrkr,630,0,630,0_or_1,0_or_2,TA,3,False,0,Y,88,Other,0,True,False,True,False,81000
435,60,FV_or_RL,43.0,10667,Pave,No_Alley_Access,IR2,Lvl,AllPub,CulDSac_or_FR3,Gtl,Tier_2,2Story,7,7_or_8_or_6,Gable,VinylSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,799.0,Y,SBrkr,827,834,1661,2,1,Gd,6,True,4_or_2,Y,158,Other,61,False,True,True,True,212000
436,50,RH_or_RM,40.0,4400,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,6,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,648.0,Y,Other,734,384,1118,0_or_1,0_or_2,TA,6,False,4_or_2,Y,0,Other,0,True,True,True,True,116000
437,45,RH_or_RM,50.0,6000,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,6,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,884.0,Y,SBrkr,904,0,904,0_or_1,0_or_2,TA,4,False,1,Y,0,Other,105,True,True,True,False,119000
438,30,FV_or_RL,40.0,4280,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,440.0,N,SBrkr,694,0,694,0_or_1,0_or_2,Gd,4,True,1,P_or_N,0,Other,34,True,True,True,True,90350
439,50,FV_or_RL,67.0,12354,Pave,Grvl,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,6,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,684.0,Y,SBrkr,684,512,1196,0_or_1,0_or_2,Gd,7,False,4_or_2,Y,0,ConLI,46,True,True,True,False,110000
440,20,FV_or_RL,105.0,15431,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_1,1Story,10_or_9,9_or_5,Hip,VinylSd,Stone,200.0,Ex,Ex_or_TA_or_Gd,PConc_or_Wood,3094.0,Y,SBrkr,2402,0,2402,2,0_or_2,Ex,10,True,3,Y,0,Other,242,True,True,True,True,555000
441,90,FV_or_RL,92.0,12108,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,4_or_3,2_or_4_or_3_or_1,Gable,VinylSd,BrkFace,270.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1440.0,N,Other,1440,0,1440,2,0_or_2,Fa,8,False,0,Y,0,Other,0,True,False,True,True,118000
442,50,RH_or_RM,52.0,6240,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,1078.0,Y,SBrkr,1128,445,1573,2,0_or_2,TA,8,True,4_or_2,P_or_N,0,Other,0,True,True,True,True,162900
443,120,FV_or_RL,53.0,3922,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,7,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,72.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1258.0,Y,SBrkr,1258,0,1258,2,0_or_2,Gd,6,True,3,Y,144,New_or_Con,16,True,False,True,True,172500
444,60,FV_or_RL,70.0,8750,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,7,9_or_5,Gable,VinylSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,915.0,Y,SBrkr,933,975,1908,2,1,Gd,8,True,4_or_2,Y,144,Other,133,True,True,True,True,210000
445,20,FV_or_RL,73.0,9855,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,6,9_or_5,Hip,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1436.0,Y,SBrkr,1689,0,1689,0_or_1,0_or_2,TA,7,True,4_or_2,Y,0,Other,0,True,True,True,False,127500
446,20,FV_or_RL,137.0,16492,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,1Story,6,7_or_8_or_6,Gable,BrkFace,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,Stone_or_CBlock,1517.0,Y,SBrkr,1888,0,1888,2,1,Gd,6,True,4_or_2,Y,0,Other,0,False,True,True,True,190000
447,60,FV_or_RL,,11214,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,2Story,7,9_or_5,Gable,VinylSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,930.0,Y,SBrkr,956,930,1886,2,1,Gd,10,True,4_or_2,Y,89,Other,0,True,True,True,False,199900
448,50,RH_or_RM,50.0,8600,Pave,No_Alley_Access,Reg,Bnk,AllPub,Other,Gtl,Tier_4,Other,6,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,780.0,Y,SBrkr,780,596,1376,2,0_or_2,TA,7,True,1,P_or_N,0,Other,0,True,True,True,True,119500
449,50,RH_or_RM,50.0,6000,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,4_or_3,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,649.0,Y,SBrkr,679,504,1183,0_or_1,1,TA,6,False,1,Y,0,Other,176,True,True,True,True,120000
450,30,RH_or_RM,70.0,5684,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,6,7_or_8_or_6,Hip,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,813.0,Y,Other,813,0,813,0_or_1,0_or_2,Gd,5,False,1,P_or_N,0,Other,113,True,True,True,True,110000
451,20,FV_or_RL,62.0,70761,Pave,No_Alley_Access,IR1,Low,AllPub,Other,Mod,Tier_2,1Story,7,9_or_5,Gable,Plywood,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1533.0,Y,SBrkr,1533,0,1533,2,0_or_2,Gd,5,True,4_or_2,Y,200,Other,54,True,True,True,True,280000
452,60,FV_or_RL,,9303,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,2Story,6,9_or_5,Hip,VinylSd,BrkFace,42.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,872.0,Y,SBrkr,888,868,1756,2,1,TA,7,False,4_or_2,Y,144,Other,122,True,True,True,True,204000
453,60,FV_or_RL,75.0,9000,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,8,9_or_5,Gable,VinylSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,768.0,Y,SBrkr,786,804,1590,2,1,Gd,6,False,4_or_2,Y,0,Other,30,True,True,True,True,210000
454,90,FV_or_RL,63.0,9297,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,9_or_5,Gable,Plywood,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1728.0,Y,SBrkr,1728,0,1728,2,0_or_2,TA,8,False,4_or_2,Y,0,Other,0,True,False,True,True,188000
455,20,FV_or_RL,80.0,9600,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,7,7_or_8_or_6,Hip,HBoard_to_MetalSd,BrkFace,320.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1242.0,Y,SBrkr,1242,0,1242,0_or_1,1,TA,6,True,4_or_2,Y,0,Other,0,True,True,True,False,175500
456,70,RH_or_RM,34.0,4571,Pave,Grvl,Reg,Lvl,AllPub,Other,Gtl,Tier_3,2Story,5,9_or_5,Gable,AsbsShng_to_BrkComm,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,624.0,N,SBrkr,624,720,1344,0_or_1,0_or_2,TA,7,False,3,Y,0,Other,96,True,True,True,False,98000
457,20,FV_or_RL,,53227,Pave,No_Alley_Access,IR1,Low,AllPub,CulDSac_or_FR3,Mod,Tier_2,1Story,4_or_3,7_or_8_or_6,Flat,Plywood,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1364.0,Y,SBrkr,1663,0,1663,0_or_1,0_or_2,Gd,6,True,4_or_2,Y,224,Other,137,True,True,True,True,256000
458,70,RH_or_RM,,5100,Pave,Grvl,Reg,Lvl,AllPub,Other,Gtl,Tier_3,2Story,8,7_or_8_or_6,Hip,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,588.0,Y,SBrkr,833,833,1666,0_or_1,0_or_2,Gd,7,True,1,Y,192,Other,63,True,True,True,False,161000
459,50,FV_or_RL,,7015,Pave,No_Alley_Access,IR1,Bnk,AllPub,Other,Gtl,Tier_3,Other,5,2_or_4_or_3_or_1,Gable,HBoard_to_MetalSd,BrkCmn,161.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,709.0,Y,SBrkr,979,224,1203,0_or_1,0_or_2,Gd,5,True,1,Y,0,Other,248,True,True,True,True,110000
460,60,FV_or_RL,75.0,8004,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,2Story,8,9_or_5,Gable,VinylSd,Stone,110.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,832.0,Y,SBrkr,832,1103,1935,2,1,TA,8,False,4_or_2,Y,0,New_or_Con,150,False,True,True,True,263435
461,70,FV_or_RL,60.0,7200,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,2Story,7,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,560.0,Y,SBrkr,575,560,1135,0_or_1,0_or_2,Gd,6,False,4_or_2,Y,256,Other,0,False,True,True,True,155000
462,20,FV_or_RL,60.0,8281,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,864.0,Y,SBrkr,864,0,864,0_or_1,0_or_2,TA,5,True,1,Y,0,Other,236,True,True,True,False,62383
463,70,FV_or_RL,74.0,11988,Pave,No_Alley_Access,IR1,HLS,AllPub,Other,Mod,Tier_2,2Story,6,7_or_8_or_6,Hip,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,715.0,Y,Other,849,811,1660,0_or_1,1,TA,6,True,1,Y,0,Other,0,True,True,True,False,188700
464,20,FV_or_RL,60.0,8430,Pave,No_Alley_Access,Reg,HLS,AllPub,Other,Mod,Tier_2,1Story,5,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,136.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1040.0,Y,SBrkr,1040,0,1040,2,0_or_2,TA,5,False,0,Y,0,Other,0,True,True,True,True,124000
465,120,RH_or_RM,,3072,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,7,9_or_5,Hip,VinylSd,BrkFace,18.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1375.0,Y,SBrkr,1414,0,1414,2,0_or_2,Gd,6,True,4_or_2,Y,144,Other,20,True,False,True,True,178740
466,20,FV_or_RL,85.0,10628,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,7,9_or_5,Flat,Plywood,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1277.0,Y,SBrkr,1277,0,1277,0_or_1,0_or_2,TA,5,True,4_or_2,Y,0,Other,176,True,True,True,True,167000
467,70,FV_or_RL,79.0,9480,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,2Story,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,Stone,224.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,728.0,Y,SBrkr,888,756,1644,0_or_1,1,Gd,7,True,1,Y,168,Other,0,False,True,True,True,146500
468,20,FV_or_RL,98.0,11428,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_1,1Story,8,9_or_5,Gable,VinylSd,Stone,248.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1626.0,Y,SBrkr,1634,0,1634,2,0_or_2,Gd,7,True,3,Y,0,Other,44,True,True,True,True,250000
469,60,FV_or_RL,76.0,9291,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,2Story,6,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,120.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,832.0,Y,SBrkr,832,878,1710,2,1,Gd,7,False,4_or_2,Y,144,Other,70,False,True,True,True,187000
470,120,FV_or_RL,,6820,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_1,1Story,8,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1488.0,Y,SBrkr,1502,0,1502,0_or_1,1,Gd,4,False,4_or_2,Y,0,Other,194,True,False,True,True,212000
471,60,FV_or_RL,92.0,11952,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,7,7_or_8_or_6,Mansard,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,808.0,Y,SBrkr,1161,808,1969,2,1,TA,8,True,4_or_2,Y,0,Other,276,False,True,True,True,190000
472,180,RH_or_RM,35.0,3675,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,6,9_or_5,Gable,VinylSd,BrkFace,80.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,547.0,Y,SBrkr,1072,0,1072,0_or_1,0_or_2,TA,5,False,4_or_2,Y,0,Other,28,True,False,True,True,148000
473,20,FV_or_RL,110.0,14977,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_1,1Story,8,9_or_5,Gable,VinylSd,BrkFace,304.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1976.0,Y,SBrkr,1976,0,1976,2,0_or_2,Gd,7,True,3,Y,250,New_or_Con,63,True,True,True,True,440000
474,120,FV_or_RL,41.0,5330,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_1,1Story,8,9_or_5,Gable,CemntBd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1494.0,Y,SBrkr,1652,0,1652,2,0_or_2,Ex,6,False,4_or_2,Y,96,Other,48,True,False,True,True,251000
475,20,FV_or_RL,80.0,8480,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Hip,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,970.0,Y,SBrkr,970,0,970,0_or_1,0_or_2,TA,5,False,4_or_2,Y,0,Other,216,True,True,True,True,132500
476,20,FV_or_RL,75.0,13125,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Mod,Tier_2,1Story,6,9_or_5,Gable,VinylSd,BrkFace,215.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,1478.0,Y,SBrkr,1493,0,1493,2,0_or_2,Gd,7,True,4_or_2,Y,140,Other,39,True,True,True,True,208900
477,60,FV_or_RL,105.0,13693,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_1,2Story,10_or_9,9_or_5,Hip,VinylSd,BrkFace,772.0,Ex,Ex_or_TA_or_Gd,PConc_or_Wood,2153.0,Y,SBrkr,2069,574,2643,2,1,Ex,9,True,3,Y,414,Other,84,True,True,True,True,380000
478,20,FV_or_RL,79.0,10637,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,8,9_or_5,Hip,VinylSd,Stone,336.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1705.0,Y,SBrkr,1718,0,1718,2,0_or_2,Gd,7,True,3,Y,208,Other,44,True,True,True,True,297000
479,30,RH_or_RM,50.0,5925,Pave,No_Alley_Access,Reg,Bnk,AllPub,Other,Gtl,Tier_3,1Story,4_or_3,7_or_8_or_6,Hip,HBoard_to_MetalSd,BrkCmn,435.0,TA,Ex_or_TA_or_Gd,BrkTil,907.0,Y,SBrkr,1131,0,1131,0_or_1,0_or_2,TA,7,False,4_or_2,Y,0,Other,72,True,True,True,True,89471
480,20,FV_or_RL,98.0,16033,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_1,1Story,10_or_9,9_or_5,Hip,VinylSd,BrkFace,378.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1833.0,Y,SBrkr,1850,0,1850,2,0_or_2,Gd,8,True,3,Y,519,Other,112,True,True,True,True,326000
481,20,FV_or_RL,72.0,11846,Pave,No_Alley_Access,IR1,HLS,AllPub,Other,Gtl,Tier_1,1Story,10_or_9,9_or_5,Hip,VinylSd,BrkFace,562.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1792.0,Y,SBrkr,1792,0,1792,2,0_or_2,Ex,6,True,3,Y,206,Other,49,True,True,True,True,374000
482,70,RH_or_RM,50.0,2500,Pave,Pave,Reg,Lvl,AllPub,Other,Gtl,Tier_3,2Story,7,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,910.0,Y,SBrkr,916,910,1826,0_or_1,1,Ex,7,True,1,Y,0,Other,0,True,True,True,True,155000
483,120,RH_or_RM,32.0,4500,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,6,9_or_5,Hip,VinylSd,BrkFace,116.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,1216.0,Y,SBrkr,1216,0,1216,2,0_or_2,TA,5,False,4_or_2,Y,0,Other,125,True,False,True,True,164000
484,20,FV_or_RL,,7758,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,999.0,Y,SBrkr,999,0,999,0_or_1,0_or_2,Gd,6,False,1,Y,0,Other,132,True,True,True,False,132500
485,20,FV_or_RL,80.0,9600,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,Stone_or_CBlock,1113.0,Y,SBrkr,1113,0,1113,0_or_1,0_or_2,Gd,5,True,1,Y,0,Other,200,True,True,True,False,147000
486,20,FV_or_RL,79.0,10289,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Hip,HBoard_to_MetalSd,BrkFace,168.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1073.0,Y,SBrkr,1073,0,1073,0_or_1,1,TA,6,False,4_or_2,Y,0,Other,0,True,True,True,True,156000
487,20,FV_or_RL,70.0,12243,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,1Story,5,7_or_8_or_6,Gable,Plywood,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1484.0,Y,SBrkr,1484,0,1484,2,0_or_2,TA,7,True,4_or_2,Y,224,Other,180,True,True,True,False,175000
488,190,FV_or_RL,60.0,10800,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,5,2_or_4_or_3_or_1,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Below_par,Stone_or_CBlock,954.0,N,Other,1766,648,2414,2,0_or_2,TA,10,True,4_or_2,P_or_N,142,Other,0,True,False,True,True,160000
489,180,RH_or_RM,21.0,1526,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_4,Other,4_or_3,7_or_8_or_6,Gable,CemntBd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,630.0,Y,SBrkr,630,0,630,0_or_1,0_or_2,Gd,3,False,1,Y,0,Other,0,True,False,True,True,86000
490,160,RH_or_RM,,2665,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_4,2Story,5,7_or_8_or_6,Gable,CemntBd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,264.0,Y,SBrkr,616,688,1304,0_or_1,1,TA,4,True,1,Y,141,Other,24,True,False,True,True,115000
491,50,FV_or_RL,79.0,9490,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,6,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,806.0,Y,Other,958,620,1578,0_or_1,0_or_2,Fa,5,True,1,Y,0,Other,32,False,True,True,True,133000
492,60,FV_or_RL,105.0,15578,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,2Story,6,9_or_5,Gable,VinylSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,728.0,Y,SBrkr,728,728,1456,2,1,TA,8,False,4_or_2,Y,0,New_or_Con,0,True,True,True,False,172785
493,20,FV_or_RL,70.0,7931,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Gable,BrkFace,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1269.0,Y,Other,1269,0,1269,0_or_1,1,TA,6,True,1,Y,0,Other,0,True,True,True,True,155000
494,30,RH_or_RM,50.0,5784,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,190.0,Y,Other,886,0,886,0_or_1,0_or_2,TA,4,False,1,Y,144,Other,100,False,True,True,False,91300
495,30,C (all),60.0,7879,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_4,1Story,4_or_3,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,720.0,N,Other,720,0,720,0_or_1,0_or_2,TA,4,False,0,P_or_N,0,Other,638,True,True,True,True,34900
496,20,FV_or_RL,,12692,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_1,1Story,8,9_or_5,Hip,BrkFace,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,3200.0,Y,SBrkr,3228,0,3228,3,0_or_2,Gd,10,True,4_or_2,Y,264,Other,366,True,True,True,True,430000
497,50,FV_or_RL,60.0,9120,Pave,Pave,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,7,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,1026.0,Y,SBrkr,1133,687,1820,2,0_or_2,TA,8,False,1,P_or_N,0,Other,100,True,True,True,True,184000
